id,classgrp,grpa,grpb,grpc,grpd,grpe,grpf,grpg,grph,grpi,grpj,grpk,grpl,grpm,grpn,grpo,grp1a,grp1b,grp1c,grp1d,grp1e,grp1f,grp1g,grp1h,grp1i,grp1j,grp1k,grp1l,grp1m,grp1n,grp1o,grp2a,grp2b,grp2c,grp2d,grp2e,grp2f,grp2g,grp2h,grp2i,grp2j,grp2k,grp2l,grp2m,grp2n,grp2o,grp3a,grp3b,grp3c,grp3d,grp3e,grp3f,grp3g,grp3h,grp3i,grp3j,grp3k,grp3l,grp3m,grp3n,grp3o,grp4a,grp4b,grp4c,grp4d,grp4e,grp4f,grp4g,grp4h,grp4i,grp4j,grp4k,grp4l,grp4m,grp4n,grp4o,classid
2040328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20403
2040329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20403
2040331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20403
2040332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20403
2040333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20403
2040334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20403
2040335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20403
2040336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20403
2040337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20403
2040338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20403
2040339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20403
2040340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20403
2040341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20403
2040342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20403
2040343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20403
2040344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20403
2040345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20403
2040346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20403
2040347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20403
2040348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20403
2040349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20403
2040350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20403
2040351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20403
2040352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20403
2040401,1,2040406,2040451,2040407,2040449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20404
2040402,1,2040403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20404
2040403,1,2040402,2040414,2040449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20404
2040404,1,2040409,2040405,2040408,,,,,,,,,,,,,2040434,,,,,,,,,,,,,,,2040437,,,,,,,,,,,,,,,2040430,,,,,,,,,,,,,,,2040454,,,,,,,,,,,,,,,20404
2040405,,2040449,2040409,2040404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20404
2040406,1,2040415,2040407,2040401,2040412,2040451,2040411,2040444,2040442,2040413,,,,,,,2040444,2040442,2040415,2040441,2040439,,,,,,,,,,,2040407,2040401,2040451,2040412,2040411,,,,,,,,,,,2040447,2040416,2040431,2040417,,,,,,,,,,,,2040429,2040438,2040436,2040426,,,,,,,,,,,,20404
2040407,1,2040415,2040451,2040401,2040406,2040411,2040412,2040449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20404
2040408,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20404
2040409,1,2040439,2040404,2040405,,,,,,,,,,,,,2040439,2040441,2040404,,,,,,,,,,,,,2040439,2040405,,,,,,,,,,,,,,2040444,2040442,2040415,,,,,,,,,,,,,2040413,2040443,2040408,,,,,,,,,,,,,20404
2040410,1,,,,,,,,,,,,,,,,2040412,2040442,2040449,2040443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20404
2040411,1,2040406,2040407,2040451,2040401,,,,,,,,,,,,2040407,2040406,2040451,,,,,,,,,,,,,2040418,2040419,2040452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20404
2040412,1,2040442,2040410,2040444,2040443,2040415,,,,,,,,,,,2040406,2040407,2040451,2040411,2040401,,,,,,,,,,,2040447,2040435,2040445,2040417,2040416,2040426,,,,,,,,,,2040443,2040413,2040408,,,,,,,,,,,,,2040442,2040444,2040415,2040410,,,,,,,,,,,,20404
2040413,1,2040443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20404
2040414,2,,,,,,,,,,,,,,,,2040402,2040403,2040449,2040401,,,,,,,,,,,,2040430,2040436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20404
2040415,1,2040444,2040442,2040407,2040450,2040401,2040451,2040443,,,,,,,,,2040411,2040448,2040440,2040412,,,,,,,,,,,,2040437,2040434,2040453,,,,,,,,,,,,,2040433,2040427,2040424,2040447,,,,,,,,,,,,2040442,2040414,2040410,2040402,,,,,,,,,,,,20404
2040416,1,2040417,,,,,,,,,,,,,,,2040411,2040423,2040431,2040416,2040426,,,,,,,,,,,2040443,2040408,2040413,,,,,,,,,,,,,2040444,2040415,2040442,,,,,,,,,,,,,2040406,2040451,2040407,,,,,,,,,,,,,20404
2040417,,2040416,2040431,2040423,2040426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20404
2040418,,2040419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20404
2040419,1,2040438,2040433,2040437,,,,,,,,,,,,,2040425,2040437,,,,,,,,,,,,,,2040437,2040433,,,,,,,,,,,,,,2040433,2040437,2040425,,,,,,,,,,,,,2040438,2040453,2040437,,,,,,,,,,,,,20404
2040420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20404
2040421,,2040435,2040419,2040445,2040418,,,,,,,,,,,,2040423,2040433,2040447,2040434,,,,,,,,,,,,2040437,2040422,2040427,2040416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20404
2040422,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20404
2040423,1,2040417,2040416,2040426,2040431,,,,,,,,,,,,2040447,2040435,2040445,,,,,,,,,,,,,2040423,2040401,2040416,,,,,,,,,,,,,2040420,2040427,2040430,,,,,,,,,,,,,2040429,2040426,2040454,,,,,,,,,,,,,20404
2040424,,2040453,2040447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20404
2040425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20404
2040426,1,2040454,2040429,2040416,2040447,2040423,2040431,,,,,,,,,,,,,,,,,,,,,,,,,2040431,2040416,2040417,2040423,,,,,,,,,,,,2040415,2040444,2040412,2040442,,,,,,,,,,,,2040447,2040445,2040435,,,,,,,,,,,,,20404
2040427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20404
2040428,1,2040437,2040417,,,,,,,,,,,,,,2040426,2040429,2040432,,,,,,,,,,,,,2040431,2040417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20404
2040429,1,2040430,2040416,2040417,2040420,2040434,2040453,2040426,,,,,,,,,2040418,2040419,2040435,2040438,2040427,,,,,,,,,,,2040443,2040442,2040444,2040410,2040412,,,,,,,,,,,2040409,2040408,2040405,2040404,,,,,,,,,,,,2040447,2040445,2040423,2040436,,,,,,,,,,,,20404
2040430,,2040438,2040453,2040434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20404
2040431,1,2040417,2040416,2040423,2040426,,,,,,,,,,,,2040406,2040407,2040415,2040411,2040451,2040412,,,,,,,,,,2040447,2040435,2040445,2040444,,,,,,,,,,,,2040418,2040427,2040421,2040419,,,,,,,,,,,,2040429,2040425,2040430,2040437,2040437,,,,,,,,,,,20404
2040432,,,,,,,,,,,,,,,,,2040444,2040446,2040440,2040425,2040437,,,,,,,,,,,2040426,2040428,2040429,2040436,,,,,,,,,,,,2040433,2040420,2040447,2040425,,,,,,,,,,,,2040417,2040438,2040430,2040437,,,,,,,,,,,,20404
2040433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20404
2040434,1,2040429,2040430,2040437,2040420,2040415,,,,,,,,,,,2040420,2040429,2040430,2040437,,,,,,,,,,,,2040453,2040438,2040426,2040416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20404
2040435,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20404
2040436,,2040420,2040432,2040429,2040438,,,,,,,,,,,,2040420,2040432,2040429,2040447,2040417,,,,,,,,,,,2040454,2040453,2040437,2040426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20404
2040437,1,2040430,2040434,2040428,2040438,2040454,2040453,2040426,2040432,2040436,2040433,2040420,,,,,2040430,2040428,2040434,,,,,,,,,,,,,2040432,2040438,2040454,,,,,,,,,,,,,2040425,2040433,2040422,,,,,,,,,,,,,2040435,2040417,2040420,,,,,,,,,,,,,20404
2040438,1,2040430,2040453,2040434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20404
2040439,1,2040441,2040409,2040412,,,,,,,,,,,,,2040441,2040409,2040442,2040403,2040444,2040440,,,,,,,,,,2040412,2040404,2040434,2040451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20404
2040440,1,2040412,2040415,2040401,2040406,2040411,2040442,,,,,,,,,,2040410,2040439,2040414,2040406,,,,,,,,,,,,2040411,2040443,2040444,2040424,,,,,,,,,,,,2040435,2040445,2040446,2040403,2040402,,,,,,,,,,,,,,,,,,,,,,,,,,20404
2040441,1,2040439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20404
2040442,,,,,,,,,,,,,,,,,2040415,2040444,2040447,2040445,2040435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20404
2040443,1,2040416,2040454,,,,,,,,,,,,,,2040416,2040426,2040431,,,,,,,,,,,,,2040443,2040413,2040408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20404
2040444,1,2040411,2040442,2040450,2040412,2040443,2040410,,,,,,,,,,2040416,2040431,2040417,2040426,2040454,,,,,,,,,,,2040425,2040418,2040437,2040436,2040432,,,,,,,,,,,2040453,2040452,2040438,2040430,2040428,,,,,,,,,,,2040414,2040402,2040449,2040403,2040401,,,,,,,,,,,20404
2040445,1,2040435,2040452,2040418,2040411,2040447,,,,,,,,,,,2040435,2040447,2040445,,,,,,,,,,,,,2040435,2040447,2040431,2040420,2040419,2040452,2040418,2040428,2040416,2040445,,,,,,2040427,2040418,2040421,2040419,,,,,,,,,,,,2040442,2040444,2040415,,,,,,,,,,,,,20404
2040446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20404
2040447,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20404
2040448,1,2040411,2040450,2040405,,,,,,,,,,,,,2040439,2040407,2040441,2040442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20404
2040449,1,2040403,2040402,2040410,,,,,,,,,,,,,2040406,2040407,2040451,2040412,2040443,,,,,,,,,,,2040426,2040420,2040454,2040428,2040423,,,,,,,,,,,2040405,2040404,2040409,2040408,,,,,,,,,,,,2040425,2040430,2040438,2040437,,,,,,,,,,,,20404
2040450,1,2040414,2040415,2040444,2040407,2040411,,,,,,,,,,,2040427,2040418,2040421,2040419,2040433,,,,,,,,,,,2040431,2040416,2040423,2040417,2040438,,,,,,,,,,,2040437,2040425,2040422,2040424,2040428,2040430,,,,,,,,,,2040414,2040449,2040402,2040403,,,,,,,,,,,,20404
2040451,1,2040411,2040415,2040407,2040406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20404
2040452,2,2040406,2040407,2040411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20404
2040453,2,,,,,,,,,,,,,,,,2040447,2040445,2040435,,,,,,,,,,,,,2040425,2040437,2040428,,,,,,,,,,,,,2040418,2040419,2040452,,,,,,,,,,,,,2040430,2040438,2040434,,,,,,,,,,,,,20404
2040454,1,2040443,2040417,2040416,,,,,,,,,,,,,2040443,2040417,,,,,,,,,,,,,,2040416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20404
2050101,,2050109,2050120,2050106,2050107,2050103,,,,,,,,,,,2050109,2050101,2050106,2050107,2050120,2050103,,,,,,,,,,2050118,2050116,2050142,2050137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20501
2050102,,,,,,,,,,,,,,,,,2050135,2050125,2050108,2050140,2050130,2050134,2050119,,,,,,,,,2050101,2050109,2050103,2050106,2050107,,,,,,,,,,,2050136,2050129,2050108,,,,,,,,,,,,,2050142,2050116,2050118,,,,,,,,,,,,,20501
2050103,20,2050139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20501
2050104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20501
2050105,1,2050102,2050114,2050140,2050142,,,,,,,,,,,,2050119,2050141,2050119,,,,,,,,,,,,,2050124,2050135,2050131,2050122,,,,,,,,,,,,2050114,2050102,2050112,,,,,,,,,,,,,2050101,2050109,2050106,2050107,2050104,2050103,,,,,,,,,,20501
2050106,1,2050118,2050107,,,,,,,,,,,,,,2050118,2050142,2050116,,,,,,,,,,,,,2050101,2050108,2050120,2050107,2050103,2050104,2050113,,,,,,,,,2050141,2050128,,,,,,,,,,,,,,2050105,2050140,2050134,,,,,,,,,,,,,20501
2050107,1,2050101,2050109,2050106,2050120,2050103,2050116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20501
2050108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20501
2050109,1,2050101,2050103,2050107,2050106,2050104,,,,,,,,,,,2050141,2050134,2050105,2050119,,,,,,,,,,,,2050126,2050123,2050108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20501
2050110,1,2050127,2050126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20501
2050111,,,,,,,,,,,,,,,,,2050111,2050120,,,,,,,,,,,,,,2050101,2050109,2050106,2050107,,,,,,,,,,,,2050126,2050108,2050123,,,,,,,,,,,,,2050111,2050120,2050111,2050111,2050104,2050113,,,,,,,,,,20501
2050112,1,2050114,2050127,2050142,,,,,,,,,,,,,2050114,2050127,2050142,2050134,2050112,,,,,,,,,,,2050112,2050128,2050140,2050119,2050127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20501
2050113,1,2050101,2050109,2050107,,,,,,,,,,,,,2050103,2050120,,,,,,,,,,,,,,2050137,2050139,,,,,,,,,,,,,,2050142,2050118,,,,,,,,,,,,,,2050111,2050132,,,,,,,,,,,,,,20501
2050114,1,2050102,2050128,2050112,2050127,2050121,2050136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20501
2050115,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20501
2050116,1,2050137,,,,,,,,,,,,,,,2050101,2050109,2050103,2050107,2050106,2050113,,,,,,,,,,,,,,,,,,,,,,,,,2050137,2050142,2050118,2050139,,,,,,,,,,,,,,,,,,,,,,,,,,,20501
2050117,1,2050130,2050141,2050119,2050134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20501
2050118,1,2050116,2050142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20501
2050119,,2050125,2050117,2050134,2050141,,,,,,,,,,,,2050125,2050134,2050117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20501
2050120,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20501
2050121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20501
2050122,1,2050129,,,,,,,,,,,,,,,2050119,2050134,2050117,2050125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20501
2050123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20501
2050124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20501
2050125,,2050134,2050115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20501
2050126,1,2050108,2050125,2050121,,,,,,,,,,,,,2050109,2050101,2050103,,,,,,,,,,,,,2050128,2050134,2050119,2050135,,,,,,,,,,,,2050140,2050105,2050110,2050126,,,,,,,,,,,,2050120,2050107,2050114,2050112,,,,,,,,,,,,20501
2050127,1,2050110,2050112,,,,,,,,,,,,,,2050114,2050112,,,,,,,,,,,,,,2050110,2050141,,,,,,,,,,,,,,2050123,2050126,,,,,,,,,,,,,,2050124,2050131,,,,,,,,,,,,,,20501
2050128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20501
2050129,1,2050122,2050125,,,,,,,,,,,,,,2050101,2050109,2050103,2050107,,,,,,,,,,,,2050111,2050118,2050116,,,,,,,,,,,,,2050139,2050138,2050137,,,,,,,,,,,,,2050129,2050122,2050136,2050115,2050125,,,,,,,,,,,20501
2050130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20501
2050131,,2050124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20501
2050132,1,2050111,2050116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20501
2050133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20501
2050134,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20501
2050135,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20501
2050136,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20501
2050137,,,,,,,,,,,,,,,,,2050101,2050109,2050103,2050107,2050104,,,,,,,,,,,2050137,2050116,2050118,2050142,2050139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20501
2050138,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20501
2050139,1,2050116,2050137,2050118,2050142,2050132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20501
2050140,,2050105,2050134,2050108,2050135,2050119,2050141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20501
2050141,,2050130,2050126,,,,,,,,,,,,,,2050131,2050122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20501
2050142,,2050118,2050116,2050132,,,,,,,,,,,,,2050101,2050109,2050106,2050107,2050104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20501
2050143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20501
2050201,1,2050210,2050222,2050212,2050244,2050213,,,,,,,,,,,2050210,2050225,2050202,2050244,2050212,,,,,,,,,,,2050222,2050209,2050235,2050249,2050241,2050231,,,,,,,,,,2050227,2050233,2050202,2050220,2050204,,,,,,,,,,,2050209,2050244,2050242,2050227,,,,,,,,,,,,20502
2050202,1,2050202,2050213,2050204,,,,,,,,,,,,,2050202,2050213,2050204,2050234,2050220,2050213,2050235,,,,,,,,,2050201,2050208,2050242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20502
2050203,1,2050242,2050202,2050204,2050217,2050225,,,,,,,,,,,2050222,2050245,2050246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20502
2050204,1,2050235,2050203,2050202,2050217,2050208,,,,,,,,,,,2050203,2050202,2050217,2050204,,,,,,,,,,,,2050202,2050208,2050204,,,,,,,,,,,,,2050235,2050209,2050233,2050212,2050215,2050204,,,,,,,,,,,,,,,,,,,,,,,,,20502
2050205,1,2050249,2050218,2050216,2050236,,,,,,,,,,,,2050249,2050218,2050216,,,,,,,,,,,,,2050236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20502
2050206,1,2050222,2050246,2050248,2050233,2050240,2050245,2050208,2050241,2050224,2050238,2050207,2050203,2050229,2050201,,2050241,2050208,2050238,2050237,,,,,,,,,,,,2050222,2050246,2050206,2050248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20502
2050207,1,2050208,2050241,,,,,,,,,,,,,,2050208,2050207,2050241,2050240,,,,,,,,,,,,2050204,2050202,2050227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20502
2050208,1,2050241,2050207,2050233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20502
2050209,1,2050242,2050212,2050244,,,,,,,,,,,,,2050240,2050222,2050206,,,,,,,,,,,,,2050208,2050241,2050238,,,,,,,,,,,,,2050230,2050220,,,,,,,,,,,,,,2050203,2050217,,,,,,,,,,,,,,20502
2050210,1,2050224,2050211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20502
